source,provider,raw_sms,transaction_type,amount_rwf,counterpart,description,category,timestamp,is_synthetic
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 10000 paid to Patrick Ishimwe. Transaction MM102332. Remaining balance RWF 23000.,SENT,10000,Patrick Ishimwe,Paid 10000 to Patrick Ishimwe,Personal Transfer,2026-03-05,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 1200 paid to cooperative contribution. Transaction MM102032. Remaining balance RWF 188000.,SENT,1200,cooperative contribution,Paid 1200 to cooperative contribution,Savings & Investments,2026-04-14,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 2500 RWF to pharmacy Kigali on 2026-05-15. Tx MM101694. Balance 156500 RWF.,SENT,2500,pharmacy Kigali,Paid 2500 to pharmacy Kigali,Health,2026-05-15,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2500 to movie night completed successfully. Ref MM101874. Balance: RWF 48500.,SENT,2500,movie night,Paid 2500 to movie night,Entertainment,2026-03-21,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 20000 paid to pharmacy Kigali. Transaction MM101764. Remaining balance RWF 71000.,SENT,20000,pharmacy Kigali,Paid 20000 to pharmacy Kigali,Health,2026-03-25,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 700 to MTN airtime topup completed successfully. Ref MM100912. Balance: RWF 67000.,SENT,700,MTN airtime topup,Paid 700 to MTN airtime topup,Communication,2026-02-28,True
synthetic_mtn_momo,MTN MoMo,You have received 10000 RWF from monthly salary. Transaction ID MM200351. Your new balance is 370000 RWF.,RECEIVED,10000,monthly salary,Received 10000 from monthly salary,Income Received,2026-04-05,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 3500 RWF to Frulep on 2026-03-24. Tx MM100829. Balance 232000 RWF.,SENT,3500,Frulep,Paid 3500 to Frulep,Groceries,2026-03-24,True
synthetic_mtn_momo,MTN MoMo,You have paid 3500 RWF to nyama choma stall. Transaction ID MM100247. Fee 200 RWF. Your new balance is 190000 RWF.,SENT,3500,nyama choma stall,Paid 3500 to nyama choma stall,Food & Dining,2026-02-11,True
synthetic_mtn_momo,MTN MoMo,You have received 200000 RWF from friend refund. Transaction ID MM200386. Your new balance is 294000 RWF.,RECEIVED,200000,friend refund,Received 200000 from friend refund,Peer Transfer Received,2026-06-21,True
synthetic_mtn_momo,MTN MoMo,You have paid 30000 RWF to medicine purchase. Transaction ID MM101729. Fee 200 RWF. Your new balance is 141000 RWF.,SENT,30000,medicine purchase,Paid 30000 to medicine purchase,Health,2026-02-13,True
synthetic_mtn_momo,MTN MoMo,You have paid 700 RWF to bank savings transfer. Transaction ID MM101964. Fee 100 RWF. Your new balance is 37000 RWF.,SENT,700,bank savings transfer,Paid 700 to bank savings transfer,Savings & Investments,2026-02-10,True
synthetic_mtn_momo,MTN MoMo,You have sent 1000 RWF to music event. TxId MM101907. Your new balance is 198000 RWF.,SENT,1000,music event,Paid 1000 to music event,Entertainment,2026-05-10,True
synthetic_mtn_momo,MTN MoMo,You have paid 1200 RWF to Yego Moto. Transaction ID MM100347. Fee 50 RWF. Your new balance is 110500 RWF.,SENT,1200,Yego Moto,Paid 1200 to Yego Moto,Transport,2026-06-16,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 500 RWF to investment app deposit on 2026-01-05. Tx MM102097. Balance 87500 RWF.,SENT,500,investment app deposit,Paid 500 to investment app deposit,Savings & Investments,2026-01-05,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 700 paid to movie night. Transaction MM101846. Remaining balance RWF 105500.,SENT,700,movie night,Paid 700 to movie night,Entertainment,2026-06-15,True
synthetic_mtn_momo,MTN MoMo,You have received 50000 RWF from business customer. Transaction ID MM200157. Your new balance is 185000 RWF.,RECEIVED,50000,business customer,Received 50000 from business customer,Income Received,2026-02-19,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 80000 received from part-time work. Tx MM200030. Balance RWF 378000.,RECEIVED,80000,part-time work,Received 80000 from part-time work,Income Received,2026-01-10,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 100000 received from parent remittance. Tx MM200164. Balance RWF 211000.,RECEIVED,100000,parent remittance,Received 100000 from parent remittance,Income Received,2026-02-13,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 30000 received from family support. Tx MM200035. Balance RWF 103000.,RECEIVED,30000,family support,Received 30000 from family support,Peer Transfer Received,2026-05-05,True
synthetic_mtn_momo,MTN MoMo,You have received 30000 RWF from parent remittance. Transaction ID MM200201. Your new balance is 92000 RWF.,RECEIVED,30000,parent remittance,Received 30000 from parent remittance,Income Received,2026-04-09,True
synthetic_mtn_momo,MTN MoMo,You have paid 10000 RWF to CHUK consultation. Transaction ID MM101577. Fee 100 RWF. Your new balance is 114500 RWF.,SENT,10000,CHUK consultation,Paid 10000 to CHUK consultation,Health,2026-06-28,True
synthetic_mtn_momo,MTN MoMo,You have paid 700 RWF to friend transfer. Transaction ID MM102229. Fee 0 RWF. Your new balance is 107000 RWF.,SENT,700,friend transfer,Paid 700 to friend transfer,Personal Transfer,2026-03-17,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 20000 RWF to moto Remera Gikondo on 2026-05-13. Tx MM100445. Balance 158000 RWF.,SENT,20000,moto Remera Gikondo,Paid 20000 to moto Remera Gikondo,Transport,2026-05-13,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 500 RWF to Nyabugogo market on 2026-02-28. Tx MM100617. Balance 103500 RWF.,SENT,500,Nyabugogo market,Paid 500 to Nyabugogo market,Groceries,2026-02-28,True
synthetic_mtn_momo,MTN MoMo,You have paid 1000 RWF to cooperative contribution. Transaction ID MM102033. Fee 20 RWF. Your new balance is 226000 RWF.,SENT,1000,cooperative contribution,Paid 1000 to cooperative contribution,Savings & Investments,2026-03-24,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 50000 to friend transfer completed successfully. Ref MM102477. Balance: RWF 223500.,SENT,50000,friend transfer,Paid 50000 to friend transfer,Personal Transfer,2026-04-23,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 1000 paid to friend transfer. Transaction MM102468. Remaining balance RWF 50000.,SENT,1000,friend transfer,Paid 1000 to friend transfer,Personal Transfer,2026-05-10,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1200 RWF to loan repayment to Eric on 2026-04-06. Tx MM102462. Balance 141000 RWF.,SENT,1200,loan repayment to Eric,Paid 1200 to loan repayment to Eric,Personal Transfer,2026-04-06,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 5000 paid to water payment. Transaction MM101446. Remaining balance RWF 112000.,SENT,5000,water payment,Paid 5000 to water payment,Utilities,2026-02-04,True
synthetic_mtn_momo,MTN MoMo,You have sent 30000 RWF to sent to mother. TxId MM102463. Your new balance is 184000 RWF.,SENT,30000,sent to mother,Paid 30000 to sent to mother,Personal Transfer,2026-06-28,True
synthetic_mtn_momo,MTN MoMo,You have sent 3500 RWF to airport taxi. TxId MM100547. Your new balance is 239500 RWF.,SENT,3500,airport taxi,Paid 3500 to airport taxi,Transport,2026-01-03,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2000 to Netflix payment completed successfully. Ref MM101849. Balance: RWF 27500.,SENT,2000,Netflix payment,Paid 2000 to Netflix payment,Entertainment,2026-06-26,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1000 to Simba Supermarket completed successfully. Ref MM100727. Balance: RWF 96500.,SENT,1000,Simba Supermarket,Paid 1000 to Simba Supermarket,Groceries,2026-01-10,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 700 paid to Question Coffee. Transaction MM100263. Remaining balance RWF 106000.,SENT,700,Question Coffee,Paid 700 to Question Coffee,Food & Dining,2026-03-08,True
synthetic_mtn_momo,MTN MoMo,You have sent 1500 RWF to electricity units. TxId MM101352. Your new balance is 184000 RWF.,SENT,1500,electricity units,Paid 1500 to electricity units,Utilities,2026-04-21,True
synthetic_mtn_momo,MTN MoMo,You have sent 15000 RWF to hospital bill. TxId MM101675. Your new balance is 139000 RWF.,SENT,15000,hospital bill,Paid 15000 to hospital bill,Health,2026-06-21,True
synthetic_mtn_momo,MTN MoMo,You have sent 20000 RWF to fuel station SP. TxId MM100353. Your new balance is 169000 RWF.,SENT,20000,fuel station SP,Paid 20000 to fuel station SP,Transport,2026-05-16,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1000 to Chez Lando completed successfully. Ref MM100208. Balance: RWF 28500.,SENT,1000,Chez Lando,Paid 1000 to Chez Lando,Food & Dining,2026-01-24,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 1200 paid to student contribution. Transaction MM101338. Remaining balance RWF 185500.,SENT,1200,student contribution,Paid 1200 to student contribution,Education,2026-04-26,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 50000 RWF to bank savings transfer on 2026-02-11. Tx MM101995. Balance 24500 RWF.,SENT,50000,bank savings transfer,Paid 50000 to bank savings transfer,Savings & Investments,2026-02-11,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3500 to YO Bundles completed successfully. Ref MM101041. Balance: RWF 38500.,SENT,3500,YO Bundles,Paid 3500 to YO Bundles,Communication,2026-03-09,True
synthetic_mtn_momo,MTN MoMo,Your MoMo account has been credited with RWF 80000 from allowance. Ref MM200099. Balance 372000 RWF.,RECEIVED,80000,allowance,Received 80000 from allowance,Income Received,2026-01-08,True
synthetic_mtn_momo,MTN MoMo,You have sent 15000 RWF to Liquid Telecom internet. TxId MM101398. Your new balance is 119000 RWF.,SENT,15000,Liquid Telecom internet,Paid 15000 to Liquid Telecom internet,Utilities,2026-06-17,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1500 RWF to Chez Lando on 2026-03-19. Tx MM100057. Balance 144500 RWF.,SENT,1500,Chez Lando,Paid 1500 to Chez Lando,Food & Dining,2026-03-19,True
synthetic_mtn_momo,MTN MoMo,You have sent 1000 RWF to WASAC water bill. TxId MM101511. Your new balance is 176500 RWF.,SENT,1000,WASAC water bill,Paid 1000 to WASAC water bill,Utilities,2026-06-09,True
synthetic_mtn_momo,MTN MoMo,You have sent 8000 RWF to Ibimina savings group. TxId MM102113. Your new balance is 29500 RWF.,SENT,8000,Ibimina savings group,Paid 8000 to Ibimina savings group,Savings & Investments,2026-03-28,True
synthetic_mtn_momo,MTN MoMo,You have sent 500 RWF to airport taxi. TxId MM100561. Your new balance is 185000 RWF.,SENT,500,airport taxi,Paid 500 to airport taxi,Transport,2026-05-19,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1200 RWF to nyama choma stall on 2026-03-06. Tx MM100229. Balance 108500 RWF.,SENT,1200,nyama choma stall,Paid 1200 to nyama choma stall,Food & Dining,2026-03-06,True
synthetic_mtn_momo,MTN MoMo,You have received 80000 RWF from business customer. Transaction ID MM200202. Your new balance is 179000 RWF.,RECEIVED,80000,business customer,Received 80000 from business customer,Income Received,2026-02-17,True
synthetic_mtn_momo,MTN MoMo,You have received 50000 RWF from monthly salary. Transaction ID MM200136. Your new balance is 50000 RWF.,RECEIVED,50000,monthly salary,Received 50000 from monthly salary,Income Received,2026-05-26,True
synthetic_mtn_momo,MTN MoMo,You have paid 30000 RWF to internet bundle. Transaction ID MM101080. Fee 0 RWF. Your new balance is 172000 RWF.,SENT,30000,internet bundle,Paid 30000 to internet bundle,Communication,2026-04-20,True
synthetic_mtn_momo,MTN MoMo,You have paid 15000 RWF to mobile data purchase. Transaction ID MM100958. Fee 0 RWF. Your new balance is 118000 RWF.,SENT,15000,mobile data purchase,Paid 15000 to mobile data purchase,Communication,2026-05-20,True
synthetic_mtn_momo,MTN MoMo,You have paid 3000 RWF to CHUK consultation. Transaction ID MM101731. Fee 0 RWF. Your new balance is 97500 RWF.,SENT,3000,CHUK consultation,Paid 3000 to CHUK consultation,Health,2026-02-28,True
synthetic_mtn_momo,MTN MoMo,You have paid 12000 RWF to MTN momo airtime. Transaction ID MM101014. Fee 100 RWF. Your new balance is 88500 RWF.,SENT,12000,MTN momo airtime,Paid 12000 to MTN momo airtime,Communication,2026-06-22,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1200 to peer transfer completed successfully. Ref MM102308. Balance: RWF 68500.,SENT,1200,peer transfer,Paid 1200 to peer transfer,Personal Transfer,2026-03-06,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 12000 paid to Move Kigali. Transaction MM100424. Remaining balance RWF 115500.,SENT,12000,Move Kigali,Paid 12000 to Move Kigali,Transport,2026-06-19,True
synthetic_mtn_momo,MTN MoMo,You have sent 15000 RWF to Bourbon Coffee Kigali. TxId MM100069. Your new balance is 5000 RWF.,SENT,15000,Bourbon Coffee Kigali,Paid 15000 to Bourbon Coffee Kigali,Food & Dining,2026-05-22,True
synthetic_mtn_momo,MTN MoMo,You have sent 12000 RWF to Nyabugogo market. TxId MM100693. Your new balance is 92500 RWF.,SENT,12000,Nyabugogo market,Paid 12000 to Nyabugogo market,Groceries,2026-04-26,True
synthetic_mtn_momo,MTN MoMo,You have paid 5000 RWF to King Faisal pharmacy. Transaction ID MM101740. Fee 20 RWF. Your new balance is 33000 RWF.,SENT,5000,King Faisal pharmacy,Paid 5000 to King Faisal pharmacy,Health,2026-01-21,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 1000 paid to house maintenance. Transaction MM101556. Remaining balance RWF 137500.,SENT,1000,house maintenance,Paid 1000 to house maintenance,Utilities,2026-04-06,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 3500 RWF to Liquid Telecom internet on 2026-02-28. Tx MM101475. Balance 53500 RWF.,SENT,3500,Liquid Telecom internet,Paid 3500 to Liquid Telecom internet,Utilities,2026-02-28,True
synthetic_mtn_momo,MTN MoMo,You have paid 15000 RWF to ALU course materials. Transaction ID MM101190. Fee 200 RWF. Your new balance is 59500 RWF.,SENT,15000,ALU course materials,Paid 15000 to ALU course materials,Education,2026-02-14,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 50000 paid to MTN momo airtime. Transaction MM100942. Remaining balance RWF 169000.,SENT,50000,MTN momo airtime,Paid 50000 to MTN momo airtime,Communication,2026-05-04,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 500 to Dmall supermarket completed successfully. Ref MM100620. Balance: RWF 62000.,SENT,500,Dmall supermarket,Paid 500 to Dmall supermarket,Groceries,2026-05-26,True
synthetic_mtn_momo,MTN MoMo,You have paid 2000 RWF to Sawa Citi supermarket. Transaction ID MM100707. Fee 200 RWF. Your new balance is 193000 RWF.,SENT,2000,Sawa Citi supermarket,Paid 2000 to Sawa Citi supermarket,Groceries,2026-01-13,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3000 to MTN airtime topup completed successfully. Ref MM101100. Balance: RWF 189500.,SENT,3000,MTN airtime topup,Paid 3000 to MTN airtime topup,Communication,2026-05-19,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 1500 paid to grocery shop. Transaction MM100867. Remaining balance RWF 69000.,SENT,1500,grocery shop,Paid 1500 to grocery shop,Groceries,2026-04-23,True
synthetic_mtn_momo,MTN MoMo,You have paid 700 RWF to Ndoli supermarket. Transaction ID MM100857. Fee 100 RWF. Your new balance is 55500 RWF.,SENT,700,Ndoli supermarket,Paid 700 to Ndoli supermarket,Groceries,2026-06-25,True
synthetic_mtn_momo,MTN MoMo,You have sent 15000 RWF to internet bundle. TxId MM100930. Your new balance is 237500 RWF.,SENT,15000,internet bundle,Paid 15000 to internet bundle,Communication,2026-06-19,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 20000 to Sawa Citi supermarket completed successfully. Ref MM100748. Balance: RWF 133000.,SENT,20000,Sawa Citi supermarket,Paid 20000 to Sawa Citi supermarket,Groceries,2026-01-13,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 3500 to REG electricity token completed successfully. Ref MM101423. Balance: RWF 240000.,SENT,3500,REG electricity token,Paid 3500 to REG electricity token,Utilities,2026-05-15,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 20000 to Kigali Jazz Festival completed successfully. Ref MM101889. Balance: RWF 229000.,SENT,20000,Kigali Jazz Festival,Paid 20000 to Kigali Jazz Festival,Entertainment,2026-02-09,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 700 to investment deposit completed successfully. Ref MM102025. Balance: RWF 213000.,SENT,700,investment deposit,Paid 700 to investment deposit,Savings & Investments,2026-04-17,True
synthetic_mtn_momo,MTN MoMo,You have paid 50000 RWF to nyama choma stall. Transaction ID MM100279. Fee 200 RWF. Your new balance is 106500 RWF.,SENT,50000,nyama choma stall,Paid 50000 to nyama choma stall,Food & Dining,2026-04-09,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 700 paid to Nyabugogo market. Transaction MM100787. Remaining balance RWF 247000.,SENT,700,Nyabugogo market,Paid 700 to Nyabugogo market,Groceries,2026-06-16,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 20000 RWF to Modern Market Kigali on 2026-03-16. Tx MM100742. Balance 119000 RWF.,SENT,20000,Modern Market Kigali,Paid 20000 to Modern Market Kigali,Groceries,2026-03-16,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 10000 paid to Aline Mukamana. Transaction MM102478. Remaining balance RWF 189000.,SENT,10000,Aline Mukamana,Paid 10000 to Aline Mukamana,Personal Transfer,2026-05-07,True
synthetic_mtn_momo,MTN MoMo,You have received 150000 RWF from business customer. Transaction ID MM200300. Your new balance is 358000 RWF.,RECEIVED,150000,business customer,Received 150000 from business customer,Income Received,2026-05-10,True
synthetic_mtn_momo,MTN MoMo,You have paid 30000 RWF to SACCO deposit. Transaction ID MM101957. Fee 20 RWF. Your new balance is 82500 RWF.,SENT,30000,SACCO deposit,Paid 30000 to SACCO deposit,Savings & Investments,2026-01-02,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 12000 paid to Modern Market Kigali. Transaction MM100794. Remaining balance RWF 152000.,SENT,12000,Modern Market Kigali,Paid 12000 to Modern Market Kigali,Groceries,2026-03-06,True
synthetic_mtn_momo,MTN MoMo,You have sent 50000 RWF to Mama Chou vegetables. TxId MM100596. Your new balance is 209500 RWF.,SENT,50000,Mama Chou vegetables,Paid 50000 to Mama Chou vegetables,Groceries,2026-06-20,True
synthetic_mtn_momo,MTN MoMo,You have paid 5000 RWF to internet bundle. Transaction ID MM101025. Fee 20 RWF. Your new balance is 228000 RWF.,SENT,5000,internet bundle,Paid 5000 to internet bundle,Communication,2026-02-01,True
synthetic_mtn_momo,MTN MoMo,You have sent 5000 RWF to cooperative contribution. TxId MM102060. Your new balance is 11000 RWF.,SENT,5000,cooperative contribution,Paid 5000 to cooperative contribution,Savings & Investments,2026-06-25,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 80000 received from freelance client. Tx MM200128. Balance RWF 262000.,RECEIVED,80000,freelance client,Received 80000 from freelance client,Income Received,2026-01-09,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 3000 paid to airport taxi. Transaction MM100440. Remaining balance RWF 88000.,SENT,3000,airport taxi,Paid 3000 to airport taxi,Transport,2026-03-27,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 15000 paid to moto hire. Transaction MM100508. Remaining balance RWF 98500.,SENT,15000,moto hire,Paid 15000 to moto hire,Transport,2026-06-06,True
synthetic_mtn_momo,MTN MoMo,You have sent 5000 RWF to Chez Lando. TxId MM100076. Your new balance is 136500 RWF.,SENT,5000,Chez Lando,Paid 5000 to Chez Lando,Food & Dining,2026-03-03,True
synthetic_mtn_momo,MTN MoMo,Your MoMo account has been credited with RWF 5000 from family support. Ref MM200059. Balance 248000 RWF.,RECEIVED,5000,family support,Received 5000 from family support,Peer Transfer Received,2026-05-21,True
synthetic_mtn_momo,MTN MoMo,You have paid 50000 RWF to Dmall supermarket. Transaction ID MM100649. Fee 0 RWF. Your new balance is 48000 RWF.,SENT,50000,Dmall supermarket,Paid 50000 to Dmall supermarket,Groceries,2026-03-23,True
synthetic_mtn_momo,MTN MoMo,You have paid 1200 RWF to airport taxi. Transaction ID MM100522. Fee 200 RWF. Your new balance is 63000 RWF.,SENT,1200,airport taxi,Paid 1200 to airport taxi,Transport,2026-01-02,True
synthetic_mtn_momo,MTN MoMo,You have paid 500 RWF to internet subscription. Transaction ID MM101375. Fee 200 RWF. Your new balance is 36000 RWF.,SENT,500,internet subscription,Paid 500 to internet subscription,Utilities,2026-03-03,True
synthetic_mtn_momo,MTN MoMo,You have paid 15000 RWF to MTN data bundle. Transaction ID MM101113. Fee 100 RWF. Your new balance is 140500 RWF.,SENT,15000,MTN data bundle,Paid 15000 to MTN data bundle,Communication,2026-04-26,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1200 to water payment completed successfully. Ref MM101435. Balance: RWF 91500.,SENT,1200,water payment,Paid 1200 to water payment,Utilities,2026-04-17,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 15000 to school materials completed successfully. Ref MM101255. Balance: RWF 229000.,SENT,15000,school materials,Paid 15000 to school materials,Education,2026-02-23,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 15000 to Canal Plus subscription completed successfully. Ref MM101425. Balance: RWF 24000.,SENT,15000,Canal Plus subscription,Paid 15000 to Canal Plus subscription,Utilities,2026-02-06,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 700 paid to MTN data bundle. Transaction MM101097. Remaining balance RWF 170000.,SENT,700,MTN data bundle,Paid 700 to MTN data bundle,Communication,2026-03-07,True
synthetic_mtn_momo,MTN MoMo,You have sent 8000 RWF to EUCL prepaid units. TxId MM101525. Your new balance is 166500 RWF.,SENT,8000,EUCL prepaid units,Paid 8000 to EUCL prepaid units,Utilities,2026-06-25,True
synthetic_mtn_momo,MTN MoMo,You have sent 50000 RWF to grocery shop. TxId MM100630. Your new balance is 81500 RWF.,SENT,50000,grocery shop,Paid 50000 to grocery shop,Groceries,2026-06-18,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 12000 paid to loan repayment to Eric. Transaction MM102347. Remaining balance RWF 188500.,SENT,12000,loan repayment to Eric,Paid 12000 to loan repayment to Eric,Personal Transfer,2026-03-21,True
synthetic_mtn_momo,MTN MoMo,You have paid 700 RWF to Liquid Telecom internet. Transaction ID MM101395. Fee 100 RWF. Your new balance is 86000 RWF.,SENT,700,Liquid Telecom internet,Paid 700 to Liquid Telecom internet,Utilities,2026-05-14,True
synthetic_mtn_momo,MTN MoMo,You have paid 2500 RWF to group savings April. Transaction ID MM102037. Fee 200 RWF. Your new balance is 220000 RWF.,SENT,2500,group savings April,Paid 2500 to group savings April,Savings & Investments,2026-06-27,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 3000 paid to bus fare Tap&Go. Transaction MM100482. Remaining balance RWF 42000.,SENT,3000,bus fare Tap&Go,Paid 3000 to bus fare Tap&Go,Transport,2026-02-25,True
synthetic_mtn_momo,MTN MoMo,You have sent 5000 RWF to cinema ticket. TxId MM101780. Your new balance is 228500 RWF.,SENT,5000,cinema ticket,Paid 5000 to cinema ticket,Entertainment,2026-04-17,True
synthetic_mtn_momo,MTN MoMo,You have paid 15000 RWF to Jean Claude. Transaction ID MM102268. Fee 100 RWF. Your new balance is 114000 RWF.,SENT,15000,Jean Claude,Paid 15000 to Jean Claude,Personal Transfer,2026-04-26,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 1000 RWF to sent to brother on 2026-01-05. Tx MM102474. Balance 90000 RWF.,SENT,1000,sent to brother,Paid 1000 to sent to brother,Personal Transfer,2026-01-05,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 5000 to electricity units completed successfully. Ref MM101351. Balance: RWF 189500.,SENT,5000,electricity units,Paid 5000 to electricity units,Utilities,2026-03-01,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 5000 paid to bus fare Tap&Go. Transaction MM100438. Remaining balance RWF 87000.,SENT,5000,bus fare Tap&Go,Paid 5000 to bus fare Tap&Go,Transport,2026-06-07,True
synthetic_mtn_momo,MTN MoMo,Your MoMo account has been credited with RWF 50000 from freelance client. Ref MM200339. Balance 106000 RWF.,RECEIVED,50000,freelance client,Received 50000 from freelance client,Income Received,2026-02-21,True
synthetic_mtn_momo,MTN MoMo,MoMo: RWF 8000 paid to REG electricity token. Transaction MM101427. Remaining balance RWF 220000.,SENT,8000,REG electricity token,Paid 8000 to REG electricity token,Utilities,2026-02-04,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 12000 to football match ticket completed successfully. Ref MM101832. Balance: RWF 12500.,SENT,12000,football match ticket,Paid 12000 to football match ticket,Entertainment,2026-02-26,True
synthetic_mtn_momo,MTN MoMo,You have paid 15000 RWF to Riders Lounge. Transaction ID MM100166. Fee 20 RWF. Your new balance is 149500 RWF.,SENT,15000,Riders Lounge,Paid 15000 to Riders Lounge,Food & Dining,2026-02-06,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 2500 to Java House Kigali completed successfully. Ref MM100059. Balance: RWF 179500.,SENT,2500,Java House Kigali,Paid 2500 to Java House Kigali,Food & Dining,2026-06-04,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 5000 RWF to Kimironko market on 2026-04-05. Tx MM100611. Balance 186500 RWF.,SENT,5000,Kimironko market,Paid 5000 to Kimironko market,Groceries,2026-04-05,True
synthetic_mtn_momo,MTN MoMo,You have sent 3000 RWF to Remera taxi park. TxId MM100530. Your new balance is 43500 RWF.,SENT,3000,Remera taxi park,Paid 3000 to Remera taxi park,Transport,2026-04-01,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 8000 to King Faisal pharmacy completed successfully. Ref MM101575. Balance: RWF 9000.,SENT,8000,King Faisal pharmacy,Paid 8000 to King Faisal pharmacy,Health,2026-01-26,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 10000 to Inzozi Nziza completed successfully. Ref MM100049. Balance: RWF 230500.,SENT,10000,Inzozi Nziza,Paid 10000 to Inzozi Nziza,Food & Dining,2026-02-12,True
synthetic_mtn_momo,MTN MoMo,You have sent 10000 RWF to cinema ticket. TxId MM101847. Your new balance is 245000 RWF.,SENT,10000,cinema ticket,Paid 10000 to cinema ticket,Entertainment,2026-01-01,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 2000 RWF to Sawa Citi supermarket on 2026-04-21. Tx MM100838. Balance 156000 RWF.,SENT,2000,Sawa Citi supermarket,Paid 2000 to Sawa Citi supermarket,Groceries,2026-04-21,True
synthetic_mtn_momo,MTN MoMo,You have paid 700 RWF to family support. Transaction ID MM102168. Fee 0 RWF. Your new balance is 157500 RWF.,SENT,700,family support,Paid 700 to family support,Personal Transfer,2026-03-24,True
synthetic_mtn_momo,MTN MoMo,Payment of RWF 1200 to Meze Fresh completed successfully. Ref MM100048. Balance: RWF 23500.,SENT,1200,Meze Fresh,Paid 1200 to Meze Fresh,Food & Dining,2026-02-17,True
synthetic_mtn_momo,MTN MoMo,MTN MoMo confirms you paid 50000 RWF to grocery shop on 2026-02-25. Tx MM100719. Balance 26000 RWF.,SENT,50000,grocery shop,Paid 50000 to grocery shop,Groceries,2026-02-25,True
synthetic_mtn_momo,MTN MoMo,You have sent 700 RWF to internet bundle. TxId MM101075. Your new balance is 54000 RWF.,SENT,700,internet bundle,Paid 700 to internet bundle,Communication,2026-06-19,True
synthetic_mtn_momo,MTN MoMo,You have sent 1200 RWF to UR tuition fees. TxId MM101178. Your new balance is 61500 RWF.,SENT,1200,UR tuition fees,Paid 1200 to UR tuition fees,Education,2026-06-05,True
